	Event_Type	Count	Sample_sentence	Trigger	Start	End
10	Justice:Appeal	19	واوضحت مصادر قضائية ان امامهما مهلة تنتهي في 8 تشرين الثاني لاستئناف الحكم امام المحكمة العليا.	لاستئناف	11	12
11	Justice:Appeal	19	ونتحول مشاهدينا إلى ملف الانتخابات الرئاسية الأمريكية حيث أعرب مرشح الرئاسة الديمقراط ي آل جور في مؤتمر صحفي عقده م ن ذ قليل عن تفاؤله إيذاء قرار المحكمة العليا ل ولاية فلوريدا والذي يصدر قريبا وكانت المحكمة قد أبلغت الفريق القانون ي لكل من جور ومنافس ه الجمهور ي بوش الابن بأنها ستستمع غدا الخميس إلى الدفعات الشفوية في الاستئناف الذي تقدم به المرشح الديمقراط ي بشأن إعادة فرز الأصوات في بعض مقاطعات الولاية على أن يكون اليوم الأربعاء هو آخر مهلة لتقديم ال حج ج القانونية للجانبين ، بعد أربعة أسابيع من انتخابات الرئاسة الأمريكية تعود الحملة القانونية التي يشنها المرشح الديمقراط ي آل جور لانتزاع ولاية فلوريدا من منافس ه الجمهوري جورج بوش الابن إلى المحكمة العليا في الولاية حيث قد توضع نهاية للسباق من أجل البيت الأبيض ومني نائب الرئيس الأمريكي آل جور بنكسة أليمة عندما رفض ساندرس سولز قاض ي محكمة مقاطعة ليون طلبه بإعادة فرز أربعة عشر ألف صوت متنازع عليها يدويا في مقاطعتين من المقاطعات التي يتمتع فيها الديمقراطية بأغلبية في فلوريدا ، وزعم فريق آل جور القانوني أن هذه الأصوات بينها أصوات كافية لت غ يير نتيجة فلوريدا لصالح جو إلا أن سولز اختلف معهم في الرأي ويبدو أن الجمهوريين اعتادوا على فكرة أن جورج بوش الابن سوف يصبح الرئيس الثالث والأربعين للولايات المتحدة الأمريكية وبوش يبدو مستعد حاليا لتلق ي أول تقريرا له من وكالة الاستخبارات المركزية الأمريكية س ي أي إيه و ي عتزم الاجتماع مع مستشارين من المرجح أن يصبحوا جزءا من إداراته وكان محامو آل جور قد شاروا إلى أنهم يأملون تقديم الاستئناف أمام المحكمة العليا في ف ل وريدا خلال الأيام القليلة القادمة	الاستئناف	253	254
12	Justice:Appeal	19	النص :    استأنف القاضي المنفرد الجزائي في بيروت مازن تاج الدين محاكمة المخليين المدير العام السابق لمرفأ بيروت مهيب عيتاني والمتعهد هاروت صوفيان في ادعاد شركة التعهدات البحرية ,سارمولم, بسرقة معدات بحرية عائدة اليها واعاقة تنفيذ قرار قضائي عام 1998.	استأنف	2	3
13	Justice:Appeal	19	سانتياغو 12-11 (اف ب)- علم من مصادر قضائية ان محكمة استئناف سانتياغو قبلت اليوم الاثنين الطعن المقدم من الجنرال بينوشيه في قرار القاضي خوان غوسمان الذي يتهمه بالجرائم التي ارتكبت في عهده.	الطعن	18	19
14	Justice:Appeal	19	رفضت المحكمة العليا البريطانية التماسا قدمه رجل أعمال سعودي يسعى إلى تجنب تسليمه إلى الولايات بتهم تتعلق بتفجير السفارتين الأمريكتين في أفريقيا، وقد أقرت المحكمة حكما سابقا أصدرته محكمة أدنى يسمح بتسليم السيد خالد الفواز إلى الولايات المتحدة ، وكانت السلطات البريطانية قد اعتقلت رجل الأعمال السعودي في عام ثمانية وتسعين بعد شهر واحد من تفجير السفارتين الأمريكتين في كينيا وتنزانيا، وكان الانفجارات اللذان عزيا إلى أتباع السعودي المنشق أسامة بن لادن الذي يتهم بأنه العقل المدبر وراء الانفجارين قد أسفر عن مقتل مائتين وستة وعشرين شخصا	التماسا	4	5
15	Justice:Appeal	19	واشنطن 12-5 (اف ب)- اكد احد مستشاري المرشح الديموقراطي الى الرئاسة الاميركية آل غور اليوم الثلاثاء ان الفريق الديموقراطي الذي تقدم بطلب استئناف امام المحكمة العليا في فلوريدا على اثر رفض قاض محلي اعادة الفرز اليدوي لاصوات الناخبين، يعتقد انه سيربح هذه الدعوى.	استئناف	25	26
16	Justice:Appeal	19	عُلّقت امس جلسة المحكمة التي تنظر في استئناف الفلسطينيين جواد البطمة وسمر العلمي قرار الحكم الصادر  بادانتهما »بالتآمر للتسبب« بتفجيرين في السفارة الاسرائيلية و»بلفور هاوس« في لندن في تموز يوليو ٤٩٩١، بعدما ابلغ محاميهما مايكل مانسفيلد المحكمة بان شخصاً ما اتصل اول من امس بأحد اعضاء فريق الدفاع المحامية غاريث بيرس وزودها معلومات يمكن ان تلقي الضوء على عملية تفجير السفارة  وقال مانسفيلد ان الشخص الذي اتصل ببيرس ذكر ان المعلومات قُدمت اصلاً الى الشرطة، ويُفترض انه فعل ذلك قبل التفجيرين في ٤٩٩١ وتحتفظ بيرس باسم الشخص الذي نقل المعلومات الى مركز الشرطة وباسماء ضباط الشرطة الذين اُعطيت لهم وقال مانسفيلد ان فريق الدفاع يزمع تقديم هذه المعلومات في رسالة الى هيئة الادعاء العام للتحقق ما اذا كانت مسجلة  وطلب مانسفيلد اعطاء فريق الدفاع بعض الوقت لمتابعة هذه المعلومات الجديدة، كذلك المعلومات التي اُعطيت له اول من امس بأن جهاز الامن البريطاني »إم آي ٥« كان تلقى تحذيراً في شأن عملية التفجير ويريد مانسفيلد التشاور ايضاً مع جورج جوفي ويزيد صايغ اللذين مثلا كخبيرين ضمن شهود الدفاع خلال محاكمة البطمة والعلمي في كانون الاول ديسمبر ٦٩٩١ وكان الفلسطينيان حكما بالسجن ٠٢ عاماً بعد ادانتهما من قبل هيئة محلفين واعلن القاضي روز، الذي يرأس هيئة المحكمة المؤلفة من ثلاثة قضاة، انه في ضوء ما قاله مانسفيلد يجب تعليق الجلسة لكنه حذر من ان المحاكمة قد لا تُستأنف الاّ بعد اشهر عدة لان القضاة الثلاثة لديهم التزامات اخرى وكان النظر بطلب الاستـــئناف في المحـــكمة العلـــيا بدأ الثلثاء الماضي  وكانت الشرطة قالت خلال المحاكمة في ٦٩٩١ انه كان هناك »فراغ استخباراتي« في القضية، فيما اعلن القاضي في نهاية المحاكمة ان عدداً كبيراً من الاسئلة بقي من دون اجابة لكن فريق الدفاع يعتقد ان هناك كمية كبيرة من المعلومات الاستخباراتية التي يمكن ان تبيّن ان قرار ادانة العلمي والبطمة »لا يوثق به« وينبغي ان يُلغى من قبل محكمة الاستئناف لكن الدفاع يواجه، كما اظهرت جلسات المحكمة، عقبات كبيرة تحول دون حصوله على أي من هذه المعلومات واصر البطمة والعلمي دائماً على برأتهما من تنفيذ التفجيرين، لكنهما أقرّا بانهما اجريا تجارب على متفجرات بهدف مساعدة الفلسطينيين في الاراضي المحتلة وذكرا ان فلسطينياً يدعى رضا المغربي لا يزال مكان تواجده مجهولاً »لفّق« ضدهما تهمة التآمر لتنفيذ عمليتي التفجير  وكان الادعاء شكك في ما اذا كان المغربي موجوداً بالفعل، لكن الدفاع يأمل في ان تكون المعلومات الجديدة متطابقة مع اقوال البطمة والعلمي خلال المحاكمة في شأن وجود المغربي وانشطته في لندن ويجادل فريق الدفاع بأن الجهة التي نفذت عمليتي التفجير كانت جماعة منظمة وربما ذات صلة بالحكومة الايرانية او الاسرائيلية  واطلع القضاة مانسفيلد اول من امس على ملخص لبعض المعلومات التي كانت سرية سابقاً اظهر ان جهاز »إم آي ٥« و»الفرع الخاص« التابع لشرطة لندن حصلا قبل تفجير السفارة الاسرائيلية على ادلة من »احد العملاء« بان منظمة ارهابية كانت تسعى للحصول على معلومات عن موقع السفارة في لندن وترتيبات الحماية الخاصة بها لكن مثل هذه المعلومات لم تُوفر لتلك المنظمة الارهابية ولم تنفذ التفجيرين    وقالت بيرس اثر تعليق الجلسة امس »زودونا كمية صغيرة من المعلومات لا تقدم في الواقع اي مساعدة اطلاقاً نحن نستكشف حولنا مثل رجل اعمى يحمل عصا بيضاء وهو يبرز مدى اجحاف المسائل الاجرائية عندما تتم كلها وراء ابواب موصدة« ولفتت الى ان محكمة الاستئناف تجاهلت قرار المحكمة الاوروبية لحقوق الانسان عندما قررت تفحص الوثائق السرية في جلسة مغلقة وهي المرة الاولى التي تواجه فيها محكمة الاستئناف الميثاق الاوروبي لحقوق الانسان منذ تضمينه في القانون البريطاني الشهر الجاري	استئناف	7	8
17	Justice:Appeal	19	وادلى ساينز بهذا التصريح فور اعلان القرار قبل ان يؤكد المتحدث باسم شركة فورد مارك ويلفورد ان شركته لن تطلب الاستئناف.	الاستئناف	20	21
18	Justice:Appeal	19	دخلت قضية لوكربي أمس مرحلة جديدة من التعقيد وسط مؤشرات الى مزيد من التأخير في جلسات المحاكمة التي تنعقد في كامب زايست وسط هولندا وأعلنت هيئة المحكمة الاسكتلندية في ختام جلسة صباحية استمرت ٠٢ دقيقة، موافقتها على طلب محاميي الدفاع تأجيل الجلسات اسبوعاً ريثما يتسنّى لهم التدقيق في »معلومات بالغة الحساسية« قدّمها اليهم الإدعاء العام وقال الدفاع في جلسة أمس أن هذه المعلومات ستقلب المحاكمة رأساً على عقب في حال كانت صحيحة وكان كبير ممثلي الإدعاء كولين بويد أبلغ المحكمة قبل ثلاثة أسابيع انه تسلّم ملفاً من دولة »ليست الولايات المتحدة« يتعلق بـ»الدفاع الخاص« الذي قدّمه محامو الدفاع عن المتهمين عبدالباسط المقرحي والأمين خليفة فحيمة في افتتاح المحاكمة في أيار مايو الماضي وقال انه أجرى تحقيقات في شأن هذه المعلومات طوال اسبوعين وقرر ان ينقلها الى الدفاع بسبب أهميتها الفائقة، وهو أمر قام به الإثنين ولم يكشف بويد أي تفاصيل في شأن هذه »المعلومات الحساسة«، لكنه أوضح ان الشرطة الاسكتلندية تعقّبت ستة أشخاص خمسة في أوروبا والسادس في أميركا وأخذت منهم إفادات، ملمحاً الى انه بات في إمكان الدفاع مقابلتهم أيضاً لكنه أحاط هوية هؤلاء بستار من السرية حرصاً على حياتهم وعلى رغم ان هوية الدولة التي زوّدت الإدعاء بـ»المعلومات الحساسة« لم تُكشف، أوردت صحيفة »الغارديان« البريطانية أمس ان معلومات تروج على »نطاق واسع« انها سورية ولسورية علاقات جيدة مع منظمتين فلسطينيتين يقول محامو المقرحي وفحيمة في »الدفاع الخاص« انهما مسؤولتان عن تفجير الطائرة الأميركية فوق اسكتلندا العام ٨٨٩١ وقدّم الدفاع لمحكمة كامب زايست لائحة بأسماء عشرة أشخاص قال انهم أعضاء في »الجبهة الشعبية  القيادة العامة« بقيادة أحمد جبريل و»جبهة النضال الشعبي« بقيادة سمير غوشة، وقال انه سيسعى الى إثبات انهم هم وليس ليبيا وراء تفجير الـ»بان أميركان« وقال رويترز محامي الدفاع ويليام تيلور في المحكمة أمس »من الواضح ان المعلومات المتضمنة في التقرير الذي تسلّمه من الإدعاء الإثنين سيكون لها، في حال كانت صحيحة، تأثير كبير ملموس على هذه المحاكمة وخاصة على الدفاع الخاص« وطلب تايلور إرجاء الجلسات حتى الثلثاء المقبل، لكنه اعرب عن تشاؤمه قائلاً انه قد لا يمكن استئناف المحاكمة حتى في ذلك الوقت نظراً الى أهمية الادلة الجديدة وقال »في الوقت الراهن من الواضح لي ان الأمر سيتطلب تحقيقات تجرى في ثلاث قارات وما لا يقل عن ست دول« وصرح بأن تفاصيل الادلة الجديدة ما تزال محاطة بستار من السرية نظراً الى مخاطر على الشهود وبعدما درس الدفاع فحوى رسالة ووثائق تسلمها الاثنين من الإدعاء، أوفد محامياً الى احدى القارات في حين توجه محاميان اسكتلنديان الى »دولة اوروبية« ولم تستمر جلسة أمس اكثر من ٠٢ دقيقة ووافق كبير القضاة اللورد ساذرلاند على ارجاء الجلسة قائلاً ان المحكمة لا تعرف بعد طبيعة الادلة وتحتاج الى مزيد من التفاصيل للموافقة على تمديد الارجاء مرة أخرى	استئناف	358	359
19	Justice:Sentence	51	وقد استند بوش في دعواه الى ان قرار المحكمة العليا في فلوريدا السماح باستمرار الفرز اليدوي حتى 26 تشرين الثاني, يخالف المادة 11 من الدستور التي تقضي باختيار الناخبين الكبار من كل ولاية ,بالطريقة التي تقررها الهيئة الاشتراعية, ,كونغرس الولاية,.	قرار	7	8
20	Justice:Sentence	51	ورفضت المحكمة الطعون الثلاثة التي تقدمت بها الدولة الباكستانية بعد الحكم في نيسان/ابريل الماضي على نواز شريف بالسجن مدى الحياة بتهمة الارهاب والقرصنة الجوية.	الحكم	10	11
21	Justice:Sentence	51	ورفعت النيابة العامة التي طالبت بالاعدام لشريف استئنافا لحكم السجن مدى الحياة الصادر على رئيس الوزراء السابق والحكم ببراءة ستة من المتهمين معه في القضية.	لحكم السجن	8	10
22	Justice:Sentence	51	ورفعت النيابة العامة التي طالبت بالاعدام لشريف استئنافا لحكم السجن مدى الحياة الصادر على رئيس الوزراء السابق والحكم ببراءة ستة من المتهمين معه في القضية.	الحكم ببراءة	17	19
23	Justice:Sentence	51	وقد حيا انصار شريف قرار محكمة الاستئناف التي رفضت بالاجماع طلب النيابة العامة باعدامه واعتبروه هزيمة للجنرال برويز مشرف.	باعدامه	13	14
24	Justice:Sentence	51	كما الغت محكمة الاستئناف عقوبة السجن التي حكم بها عليه بتهمة الارهاب لكنها اكدت تهمة القرصنة الجوية ومن ثم حكم السجن مدى الحياة.	السجن	5	6
25	Justice:Sentence	51	كما الغت محكمة الاستئناف عقوبة السجن التي حكم بها عليه بتهمة الارهاب لكنها اكدت تهمة القرصنة الجوية ومن ثم حكم السجن مدى الحياة.	حكم السجن	19	21
26	Justice:Sentence	51	قتل 30 شخص على الأقل في إقليم إريان جايا الإندونيسي فيما تستمر أعمال العنف لليوم الثاني على التوالي ويقول شهود عيان إن الضحايا قتلوا بالرماح أو طعنوا بالسكاكين حتى الموت وتقول مراسلة صوت أمريكا في جاكرتا بترشيوننل إن أعمال العنف اندلعت بعد أن حاول رجال الأمن منع مؤيدي الاستقلال من رفع علم وهذا نص تقريرها: اندلعت المصادمات يوم الجمعة عندما أنزل رجال الشرطة علم نجمة الصباح رمز حركة إقليم ريانجايا من أجل الاستقلال بعد وقت قصير من رفعه وأطلق رجال الأمن الرصاص على الجماهير المحتشدة الذين كان عدد كبير منهم مسلحا بالأقواس والسهام ويقول الشهود إن معظم أعمال العنف ارتكبها مؤيدو الاستقلال وكانت موجهة ضد المهاجرين من أجزاء أخرى من إندونيسيا وقال الشهود إن أنصار الاستقلال اجتاحوا مدينة ومينا وقتل العديد من الضحايا بإطلاق الرصاص عليهم أو بالحرق وهم أحياء أو يقطع رؤوسهم أو ماتوا متأثرين بجراح السهام، ورفع علم نجمة الصباح الانفصال تعارضوا مع القانون الإندونيسي ويعاقب عليه بالسجن خمسة عشر عاما وقال الرئيس الإندونيسي عبد الرحمن واحد إنه يمكن رفع هذا العلم على أن يكون ذلك بجانب العلم إندونيسي وقالت السلطات إن تعزيزات من قوات الأمن أرسلت إلى مدينة وامينا التي وصفت الآن بأنها هادئة وفي هذه الأثناء خرج حوالي ألف طالب إلى الشوارع في العاصمة الإقليمية جاي بورا مطالبين بوقف القتال وأصبح إقليم إريانجايا مقاطعة إندونيسية عام 69 كنتيجة لاستفتاء يرفضه مؤيدو الاستقلال إنه لا يمثل كافة السكان حسب تولهم وقد استبعد الرئيس واحد احتمال منح الإقليم للاستقلال	يعاقب	149	150
27	Justice:Sentence	51	الكويت 11-2 (اف ب) - ذكرت الصحف اليوم الخميس ان محكمة كويتية حكمت على جندي كويتي بالاعدام شنقا بتهمة اغتصاب قاصرات وارتكاب تجاوزات جنسية، كما حكمت على شريكين له بالسجن لمدة 15 سنة لكل منهما.	حكمت	14	15
28	Justice:Sentence	51	الكويت 11-2 (اف ب) - ذكرت الصحف اليوم الخميس ان محكمة كويتية حكمت على جندي كويتي بالاعدام شنقا بتهمة اغتصاب قاصرات وارتكاب تجاوزات جنسية، كما حكمت على شريكين له بالسجن لمدة 15 سنة لكل منهما.	حكمت	28	29
29	Justice:Sentence	51	ويمكن لاحكام الاعدام التي تنفذ بالشنق عادة في الكويت، ان تستفيد من الاستئناف مرتين، وينبغي ان يصادق عليها امير البلاد الشيخ جابر الاحمد الصباح المخول حق منح العفو.	لاحكام	1	2
30	Justice:Sentence	51	ومنذ 1991، نفذ حكم الاعدام بحق 17 شخصا في الكويت.	حكم	4	5
31	Justice:Sentence	51	ويلحظ علاوة على السجن دفع غرامة مقدارها عشرة ملايين ين حدا اقصى ,110 آلاف اورو,.	غرامة	5	6
32	Justice:Sentence	51	وطلب نائب المدعي العام جان لوي لوكويه انزال عقوبات بالسجن تتراوح بين ثلاث وست سنوات.	بالسجن	9	10
33	Justice:Sentence	51	وطلب انزال عقوبة بالسجن ست سنوات في حق عمر السيقي (30 عاما) الذي يعتبره الادعاء رئيس الشبكة.	بالسجن	3	4
34	Justice:Sentence	51	وطالب الادعاء بانزال عقوبة السجن خمس سنوات في حق يوسف زموري وعبد الله قناعي وعبد القادر زواوي وسمير بن زيدان وسليمان بلعطار، وعقوبات تتراوح بين ثلاث واربع سنوات بعضها مع وقف التنفيذ في حق المتهمين ال18 الاخرين.	السجن	4	5
35	Justice:Sentence	51	"بيروت 11-29 (اف ب)- افاد مصدر قضائي ان محكمة بيروت العسكرية اصدرت اليوم الاربعاء احكاما بحق 13 لبنانيا بتهم تتراوح بين ""التعامل"" مع اسرائيل و""دخول"" اراضيها و""التجند"" في صفوف ميليشيا جيش لبنان الجنوبي السابقة التابعة لها."	احكاما	17	18
36	Justice:Sentence	51	"شملت الاحكام حكمين غيابيين واحد بالاعدام والثاني بالسجن المؤبد بتهمة ""التعامل مع العدو وقتل مقاومين"" وتراوحت سائر الاحكام وهي احكام حضورية بين السجن لمدة ثلاثة اسابيع مع غرامة مقدارها مليون ليرة لبنانية (666 دولار) وبين دفع غرامة مقدارها 500 الف ليرة لبنانية (333 دولار)."	حكمين	2	3
37	Justice:Sentence	51	"شملت الاحكام حكمين غيابيين واحد بالاعدام والثاني بالسجن المؤبد بتهمة ""التعامل مع العدو وقتل مقاومين"" وتراوحت سائر الاحكام وهي احكام حضورية بين السجن لمدة ثلاثة اسابيع مع غرامة مقدارها مليون ليرة لبنانية (666 دولار) وبين دفع غرامة مقدارها 500 الف ليرة لبنانية (333 دولار)."	الاحكام	19	20
38	Justice:Sentence	51	وافادت مراسلة فرانس برس القضائية ان مجمل الاحكام التي صدرت حتى الان تضمنت اربعة احكام غيابية بالاعدام وحكمين بالمؤبد.	الاحكام	7	8
39	Justice:Sentence	51	وفي حين لم تقل الاحكام الغيابية عن السجن لمدة 15 عاما فان الاحكام الحضورية لم تتعد العشر سنوات.	الاحكام	4	5
40	Justice:Sentence	51	وفي حين لم تقل الاحكام الغيابية عن السجن لمدة 15 عاما فان الاحكام الحضورية لم تتعد العشر سنوات.	الاحكام	12	13
41	Justice:Sentence	51	وتراوحت غالبية الاحكام السابقة بين السجن لعام واحد وعامين رافقتها عقوبة موازية بالمنع من الاقامة في الاقضية التي ينتمي اليها المحكومون.	الاحكام	2	3
42	Justice:Sentence	51	كما قضت العقوبات بدفع غرامات تراوحت بين مليون ليرة لبنانية (666 دولار) بالنسبة للرجال و 500 الف ليرة لبنانية (333 دولار) بالنسبة للنساء.	العقوبات	2	3
43	Justice:Sentence	51	مدريد  رويترز  أمر القاضي الاسباني بالتزار غارسون امس، بالافراج عن الثري اليهودي فلاديمير غوزينسكي الذي اعتقل قبل عشرة ايام بموجب مذكرة استرداد قدمتها روسيا التي تتهمه بجرائم نصب واختلاس اموال عامة  وقرر القاضي وضع غوزينسكي قيد الاقامة الجبرية في منزل الاخير في جنوب اسبانيا، وذلك بعد دفع كفالة مالية تفوق الخمسة ملايين دولار  وكان اعتقال غوزينسكي 48 عاماً في منزله جنوب اسبانيا، اثار موجة من الانتقادات من جانب اميركا واسرائيل ومعلوم ان الثري اليهودي الذي يملك امبراطورية اعلامية في موسكو، تحول الى منتقد شديد للرئيس الروسي فلاديمير بوتين	الاقامة	37	38
44	Justice:Sentence	51	النص :    في أول إدانة رسمية لمسؤول هندي منذ إستقلال البلاد عام 1947, حُكم امس بالسجن ثلاث سنوات على رئيس الوزراء الهندي السابق ب0في0 ناراسيما راو لتورطه في قضية رشوة عام 1993.	بالسجن	16	17
45	Justice:Sentence	51	النص :    في أول إدانة رسمية لمسؤول هندي منذ إستقلال البلاد عام 1947, حُكم امس بالسجن ثلاث سنوات على رئيس الوزراء الهندي السابق ب0في0 ناراسيما راو لتورطه في قضية رشوة عام 1993.	حُكم	14	15
46	Justice:Sentence	51	وقد تم تنفيذ حكم الاعدام بشنق بلال موسى (27 عاما) فجر امس الخميس في سجن السواقة.	الاعدام	4	5
47	Justice:Sentence	51	طهران 12-23 (ا ف ب)- امرت محكمة عسكرية في طهران اليوم السبت بسجن ثلاثة اشخاص في المحاكمة في قضية اغتيال منشقين ومثقفين ايرانيين في نهاية عام 1998 حسب ما اعلنت وكالة الانباء الايرانية.	بسجن	15	16
48	Justice:Sentence	51	أمر السودان دبلوماسيا أمريكيا بمغادرة الخرطوم بعد ما ذكر عن تورطه في مؤامرة مع زعماء المعارضة للقيام بانتفاضة قالت أنباء قوات الشرطة المسلحة في جيبوتي تحاصر بيت الرئيس إسماعيل عمر قالت الكويت إن خفر السواحل استولى على خمس سفن محملة ببضائع مشحونة من العراق حكمت محكمة الأمن الفلسطينية على فلسطيني بالإعدام بعد إدانته بمساعدة إسرائيل اشتبك الآلاف المحتجين مع شرطة مكافحة الشغب في فرنسا قال تقرير منظمة نيمن رايت سويتش المعنية بحقوق الإنسان إن نطاق وعدد المشاكل يفوق قدره المؤسسات على معالجتها	بالإعدام	50	51
49	Justice:Sentence	51	سياتل (الولايات المتحدة) 10-27 (اف ب)- حكم القضاء الاميركي على روبرت لي ياتيس المتهم بقتل واغتصاب 13 شخصا في السنوات ال25 الماضية بالسجن لاكثر من 440 عاما وبدفع غرامة قيمتها ستون الف دولار.	حكم	11	12
50	Justice:Sentence	51	ونجا ياتيس (48 عاما) من عقوبة الاعدام باعترافه بجرائمه ال13 اذ اشار المدعي العام ستيف تاكرجادج الى انه اتفق مع المتهم على ذلك لقاء اعتراف هذا الاخير بارتكاب جرائمه.	الاعدام	8	9
51	Justice:Sentence	51	من ناحية ثانية وعلى صعيد متصل بالعراق فإن محكمة استئناف عمان كشفت الحكم الصادر من قبل محكمة نداء جزاء عمان حق التيار الإيطالي الذي قام باختراق الأجواء الأردنية العام الماضي إلى بغداد والقاضي بإدانته بالحبس مدة ثلاث سنوات وتغريمه عشرة مبلغ آلاف دينار وفوضت محكمة الاستئناف إتاحة الفرصة للطيار لتقديم بياناته مرة ثانية أمام محكمة نداء جزاء عمان وأعادت هذه المحكمة الأوراق لمصدرها لإجراء مقتضاها القانوني هذا حازم بيضين إذاعة العراق الحر إذاعة أوروبا الحرة عمان	بإدانته	33	34
52	Justice:Sentence	51	"ميامي (الولايات المتحدة) 10-14 (اف ب)- افادت مصادر قضائية في تامبا (فلوريدا) انه حكم على شركة صناعة السجائر ""آر جاي رينولدز"" بدفع تعويضات قدرها 200 الف دولار على وفاة مدخنة في 1995 بعد اصابتها بمرض السرطان."	حكم	20	21
53	Justice:Sentence	51	القاهرة 12-13 (اف ب)- اصدرت محكمة مصرية اليوم الاربعاء احكاما غيابية بسجن ثلاثة اسرائيليين واميركي وكندي بتهمة ادخال مخدرات الى مصر مدة ثلاثة اعوام وتغريمهم مبالغ تراوحت بين عشرة الاف جنيه (2600 دولار) وخمسين الفا (13 الف دولار).	بسجن	14	15
54	Justice:Sentence	51	واوضحت المصادر ان نواز شريف الذي اطاح به الجيش في العام 1999 وحكم عليه بالسجن مدى الحياة، وصل الى مطار اسلام اباد العسكري حيث كانت زوجته بانتظاره بالاضافة الى عشرة من افراد عائلته على متن طائرة مجهزة طبيا وصلت خصيصا من الرياض قبل بضع ساعات.	بالسجن	14	15
55	Justice:Sentence	51	النص :    طلب قاضي التحقيق الاول في جبل لبنان جوزف قزي الاعدام للسوريين خالد عبد العزيز اسماعيل وجهاد ابرهيم احمد المتهمين بقتل العجوز مالك يوسف جرجس ,77 عاما, في منزله  في ترتج يوم 7,9,1999 وسلبه امواله.	الاعدام	11	12
56	Justice:Sentence	51	لذلك نقرر اتهام خالد عبد العزيز اسماعيل وجهاد ابرهيم احمد بالجناية المنصوص عليها في المواد 549 و639 و640 من قانون العقوبات وتقضي بالاعدام,.	بالاعدام	22	23
57	Justice:Sentence	51	"بيروت 11-27 (اف ب)- افاد مصدر قضائي ان محكمة بيروت العسكرية اصدرت اليوم الاثنين احكاما بحق 18 لبنانيا بتهم تتراوح بين ""التعامل"" مع اسرائيل و""دخول"" اراضيها و""التجند"" في صفوف ميليشيا جيش لبنان الجنوبي السابقة التابعة لها."	احكاما	17	18
